No;Ruang;Kapasitas;Peserta;Kode MK;Kurikulum;Nama MK;Nama Kelas;Dosen;Waktu;Hari;Jam;Jam Masuk;Jam Keluar;Program Studi
100;A2.08 (Ged Baru);60;2;CSIE604161;06.00.12.01-2024;Kesehatan Elektronik;Kesehatan Elektronik;Prof. Dr. Putu Wuri Handayani, S.Kom., M.Sc.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
101;A2.08 (Ged Baru);60;14;CSCM603142;01.00.12.01-2024;Desain & Analisis Algoritma;DAA A;Ammar Fathin Sabili, S.Kom., Ph.D.;Kamis, 13:00 - 14:40;Kamis;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
102;A2.08 (Ged Baru);60;28;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik B;Muhammad Okky Ibrohim, S.Mat., M.Kom., Ph.D.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Ilmu Komputer
103;A2.08 (Ged Baru);60;44;CSGE602070;01.00.12.01-2024;Basis Data;Basis Data B;Ilma Alpha Mannix, M.Kom.;Jumat, 10:00 - 11:40;Jumat;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
104;A2.08 (Ged Baru);60;9;CSCE604029;01.00.12.01-2024;Topik Khusus Ilmu Komputer;Computer Graphics;Dr.-Ing. Ikhsanul Habibie, S.Kom., M.Sc.;Jumat, 15:00 - 16:40;Jumat;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
105;A2.09 (Ged Baru);65;9;CSGE614093;06.00.12.01-2024;Komputer & Masyarakat;Komas C;Dr. Drs. R. Yugo Kartono Isal, M.Sc.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
106;A2.09 (Ged Baru);65;14;CSGE614093;06.00.12.01-2024;Komputer & Masyarakat;Komas D;Dr. Drs. R. Yugo Kartono Isal, M.Sc.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
107;A2.09 (Ged Baru);65;4;CSGE603130;06.00.12.01-2024;Kecerdasan Artifisial & Sains Data Dasar;KASDAD B;Dr. Siti Aminah, S.Kom., M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
108;A2.09 (Ged Baru);65;39;CSGE602022;01.00.12.01-2024;Pemrograman Berbasis Platform;PBP E;Daya Adianto, S.Kom., M.Kom.;Senin, 15:00 - 16:40;Senin;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
109;A2.09 (Ged Baru);65;8;CSIM603183;06.00.12.01-2024;Analisis dan Perancangan Sistem Informasi;Anaperancis D;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
110;A2.09 (Ged Baru);65;16;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik C;Meganingrum Arista Jiwanggi, S.Kom., M.Kom., M.Comp.Sc;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Ilmu Komputer
111;A2.09 (Ged Baru);65;6;CSIE604262;06.00.12.01-2024;Manajemen Proses Bisnis;Manprobis;Annisa Monicha Sari, S.Kom., M.Kom.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
112;A2.09 (Ged Baru);65;33;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 H;Dr.-Ing. Ikhsanul Habibie, S.Kom., M.Sc.;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
113;A2.09 (Ged Baru);65;9;CSGE614093;06.00.12.01-2024;Komputer & Masyarakat;Komas C;Dr. Drs. R. Yugo Kartono Isal, M.Sc.;Rabu, 08:00 - 08:50;Rabu;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
114;A2.09 (Ged Baru);65;14;CSGE614093;06.00.12.01-2024;Komputer & Masyarakat;Komas D;Dr. Drs. R. Yugo Kartono Isal, M.Sc.;Rabu, 10:00 - 10:50;Rabu;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
115;A2.09 (Ged Baru);65;6;CSCE604278;06.00.12.01-2024;Pengelolaan Produk Digital;PPD A;Hana Fitriani, S.Kom., M.Sc.;Rabu, 11:00 - 11:50;Rabu;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
116;A2.09 (Ged Baru);65;4;CSGE603130;06.00.12.01-2024;Kecerdasan Artifisial & Sains Data Dasar;KASDAD B;Dr. Siti Aminah, S.Kom., M.Kom.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Sistem Informasi
117;A2.09 (Ged Baru);65;8;CSIM603183;06.00.12.01-2024;Analisis dan Perancangan Sistem Informasi;Anaperancis D;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Kamis, 09:00 - 09:50;Kamis;09:00 - 09:50;09:00;09:50;S1 - Sistem Informasi
118;A2.09 (Ged Baru);65;16;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik C;Meganingrum Arista Jiwanggi, S.Kom., M.Kom., M.Comp.Sc;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Ilmu Komputer
119;A2.09 (Ged Baru);65;6;CSIE604262;06.00.12.01-2024;Manajemen Proses Bisnis;Manprobis;Annisa Monicha Sari, S.Kom., M.Kom.;Kamis, 13:00 - 13:50;Kamis;13:00 - 13:50;13:00;13:50;S1 - Sistem Informasi
120;A2.09 (Ged Baru);65;9;CSCE604029;01.00.12.01-2024;Topik Khusus Ilmu Komputer;Computer Graphics;Dr.-Ing. Ikhsanul Habibie, S.Kom., M.Sc.;Kamis, 14:00 - 14:50;Kamis;14:00 - 14:50;14:00;14:50;S1 - Ilmu Komputer
121;A2.09 (Ged Baru);65;16;CSCM603117;01.00.12.01-2024;Analisis Numerik;Analisis Numerik C;Meganingrum Arista Jiwanggi, S.Kom., M.Kom., M.Comp.Sc;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Ilmu Komputer
122;A2.51 (Ged Baru);75;8;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom G;Ulin Nuha, M.A.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
123;A2.51 (Ged Baru);75;41;CSIM601190;06.00.12.01-2024;Manajemen Bisnis;Manajemen Bisnis B;Imairi Eitiveni, S.Kom., M.Kom., Ph.D.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
124;A2.51 (Ged Baru);75;41;CSIM601190;06.00.12.01-2024;Manajemen Bisnis;Manajemen Bisnis B;Nandhita Zefania Maharani, M.Kom.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
125;A2.51 (Ged Baru);75;46;CSIM601190;06.00.12.01-2024;Manajemen Bisnis;Manajemen Bisnis C;Nandhita Zefania Maharani, M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
126;A2.51 (Ged Baru);75;46;CSIM601190;06.00.12.01-2024;Manajemen Bisnis;Manajemen Bisnis C;Dr. Fatimah Azzahro, S.Kom., M.Kom., M.Sc.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
127;A2.51 (Ged Baru);75;44;CSIM601191;06.00.12.01-2024;Komunikasi Bisnis dan Teknis;Kombistek A;Prof. Dr. Putu Wuri Handayani, S.Kom., M.Sc.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
128;A2.51 (Ged Baru);75;44;CSIM601191;06.00.12.01-2024;Komunikasi Bisnis dan Teknis;Kombistek A;Shabrina Salsabila Kurniawan, M.Kom.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
129;A2.51 (Ged Baru);75;49;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 E;Prof. Heru Suhartanto, M.Sc., Ph.D.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
130;A2.51 (Ged Baru);75;47;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 C;Prof. Heru Suhartanto, M.Sc., Ph.D.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
131;A2.51 (Ged Baru);75;47;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 C;Prof. Heru Suhartanto, M.Sc., Ph.D.;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
132;A2.51 (Ged Baru);75;41;CSIM601191;06.00.12.01-2024;Komunikasi Bisnis dan Teknis;Kombistek D;Shabrina Salsabila Kurniawan, M.Kom.;Rabu, 08:00 - 09:40;Rabu;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
133;A2.51 (Ged Baru);75;41;CSIM601190;06.00.12.01-2024;Manajemen Bisnis;Manajemen Bisnis B;Nandhita Zefania Maharani, M.Kom.;Rabu, 11:00 - 11:50;Rabu;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
134;A2.51 (Ged Baru);75;41;CSIM601190;06.00.12.01-2024;Manajemen Bisnis;Manajemen Bisnis B;Imairi Eitiveni, S.Kom., M.Kom., Ph.D.;Rabu, 11:00 - 11:50;Rabu;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
135;A2.51 (Ged Baru);75;46;CSIM601190;06.00.12.01-2024;Manajemen Bisnis;Manajemen Bisnis C;Nandhita Zefania Maharani, M.Kom.;Rabu, 14:00 - 14:50;Rabu;14:00 - 14:50;14:00;14:50;S1 - Sistem Informasi
136;A2.51 (Ged Baru);75;46;CSIM601190;06.00.12.01-2024;Manajemen Bisnis;Manajemen Bisnis C;Dr. Fatimah Azzahro, S.Kom., M.Kom., M.Sc.;Rabu, 14:00 - 14:50;Rabu;14:00 - 14:50;14:00;14:50;S1 - Sistem Informasi
137;A2.51 (Ged Baru);75;44;CSIM601191;06.00.12.01-2024;Komunikasi Bisnis dan Teknis;Kombistek A;Shabrina Salsabila Kurniawan, M.Kom.;Kamis, 08:00 - 08:50;Kamis;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
138;A2.51 (Ged Baru);75;44;CSIM601191;06.00.12.01-2024;Komunikasi Bisnis dan Teknis;Kombistek A;Prof. Dr. Putu Wuri Handayani, S.Kom., M.Sc.;Kamis, 08:00 - 08:50;Kamis;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
139;A2.51 (Ged Baru);75;41;CSIM601191;06.00.12.01-2024;Komunikasi Bisnis dan Teknis;Kombistek D;Shabrina Salsabila Kurniawan, M.Kom.;Kamis, 09:00 - 09:50;Kamis;09:00 - 09:50;09:00;09:50;S1 - Sistem Informasi
140;A2.51 (Ged Baru);75;49;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 E;Prof. Heru Suhartanto, M.Sc., Ph.D.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
141;A2.51 (Ged Baru);75;47;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 C;Prof. Heru Suhartanto, M.Sc., Ph.D.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
142;A2.51 (Ged Baru);75;13;CSCM603142;01.00.12.01-2024;Desain & Analisis Algoritma;DAA B;Dr. Drs. R. Yugo Kartono Isal, M.Sc.;Kamis, 15:00 - 16:40;Kamis;15:00 - 16:40;15:00;16:40;S1 - Ilmu Komputer
143;A3.05 (Ged Baru);92;24;CSGE614093;06.00.12.01-2024;Komputer & Masyarakat;Komas B;Widijanto Satyo Nugroho, Ph.D.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
144;A3.05 (Ged Baru);92;25;CSGE614093;06.00.12.01-2024;Komputer & Masyarakat;Komas A;Widijanto Satyo Nugroho, Ph.D.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
145;A3.05 (Ged Baru);92;60;CSCM601150;01.00.12.01-2024;Pengantar Sistem Digital;PSD A;Prof. Dr. Ir. Petrus Mursanto, M.Sc., IPU;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Ilmu Komputer
146;A3.05 (Ged Baru);92;6;CSCE604123;01.00.12.01-2024;Pemrograman Fungsional;Functional Prog.;Dr. Ade Azurat, S.Kom.;Selasa, 08:00 - 09:40;Selasa;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
147;A3.05 (Ged Baru);92;52;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-A;Dr. Dina Chahyati, S.Kom., M.Kom.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
148;A3.05 (Ged Baru);92;43;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-G;Dr. Dina Chahyati, S.Kom., M.Kom.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
149;A3.05 (Ged Baru);92;49;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 E;Prof. Heru Suhartanto, M.Sc., Ph.D.;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
150;A3.05 (Ged Baru);92;24;CSGE614093;06.00.12.01-2024;Komputer & Masyarakat;Komas B;Widijanto Satyo Nugroho, Ph.D.;Rabu, 08:00 - 08:50;Rabu;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
151;A3.05 (Ged Baru);92;25;CSGE614093;06.00.12.01-2024;Komputer & Masyarakat;Komas A;Widijanto Satyo Nugroho, Ph.D.;Rabu, 10:00 - 10:50;Rabu;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
152;A3.05 (Ged Baru);92;59;CSAM601010;10.00.12.01-2026;Logika dan Struktur Diskret;Struktur Diskret;Ari Saptawijaya, S.Kom., M.Sc., Ph.D.;Rabu, 11:00 - 11:50;Rabu;11:00 - 11:50;11:00;11:50;S1 - Kecerdasan Artifisial
153;A3.05 (Ged Baru);92;60;CSCM601150;01.00.12.01-2024;Pengantar Sistem Digital;PSD A;Prof. Dr. Ir. Petrus Mursanto, M.Sc., IPU;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Ilmu Komputer
154;A3.05 (Ged Baru);92;6;CSCE604123;01.00.12.01-2024;Pemrograman Fungsional;Functional Prog.;Dr. Ade Azurat, S.Kom.;Kamis, 08:00 - 09:40;Kamis;08:00 - 09:40;08:00;09:40;S1 - Ilmu Komputer
155;A3.05 (Ged Baru);92;52;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-A;Dr. Dina Chahyati, S.Kom., M.Kom.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
156;A3.05 (Ged Baru);92;43;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-G;Dr. Dina Chahyati, S.Kom., M.Kom.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
157;A3.05 (Ged Baru);92;52;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-A;Dr. Dina Chahyati, S.Kom., M.Kom.;Jumat, 08:00 - 08:50;Jumat;08:00 - 08:50;08:00;08:50;S1 - Sistem Informasi
158;A3.06 (Ged Baru);80;40;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom C;Muhammad Yusuf, M.Si.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
159;A3.06 (Ged Baru);80;47;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 A;Ilma Alpha Mannix, M.Kom.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
160;A3.06 (Ged Baru);80;47;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 A;Denny, S.Kom., M.I.T., Ph.D.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
161;A3.06 (Ged Baru);80;44;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 I;Ilma Alpha Mannix, M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
162;A3.06 (Ged Baru);80;18;CSIE604163;06.00.12.01-2024;Manajemen Hubungan Pelanggan;MHP A;Annisa Monicha Sari, S.Kom., M.Kom.;Senin, 15:00 - 16:40;Senin;15:00 - 16:40;15:00;16:40;S1 - Sistem Informasi
163;A3.06 (Ged Baru);80;33;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 H;Dr.-Ing. Ikhsanul Habibie, S.Kom., M.Sc.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
164;A3.06 (Ged Baru);80;58;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 B;Dr.-Ing. Ikhsanul Habibie, S.Kom., M.Sc.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
165;A3.06 (Ged Baru);80;33;CSCE604278;06.00.12.01-2024;Pengelolaan Produk Digital;PPD B;Puspa Indahati Sandhyaduhita, S.T., M.Sc., Ph.D.;Selasa, 15:00 - 15:50;Selasa;15:00 - 15:50;15:00;15:50;S1 - Sistem Informasi
166;A3.06 (Ged Baru);80;58;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 B;Dr.-Ing. Ikhsanul Habibie, S.Kom., M.Sc.;Selasa, 16:00 - 16:50;Selasa;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
167;A3.06 (Ged Baru);80;14;CSIE604284;06.00.12.01-2024;Analitika Media Sosial;Anmedsos;Satrio Baskoro Yudhoatmojo, S.Kom., M.T.I., Ph.D.;Rabu, 09:00 - 09:50;Rabu;09:00 - 09:50;09:00;09:50;S1 - Sistem Informasi
168;A3.06 (Ged Baru);80;47;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 A;Denny, S.Kom., M.I.T., Ph.D.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
169;A3.06 (Ged Baru);80;47;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 A;Ilma Alpha Mannix, M.Kom.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
170;A3.06 (Ged Baru);80;44;CSGE601020;06.00.12.01-2024;Dasar-Dasar Pemrograman 1;DDP 1 I;Ilma Alpha Mannix, M.Kom.;Rabu, 14:00 - 15:40;Rabu;14:00 - 15:40;14:00;15:40;S1 - Sistem Informasi
171;A3.06 (Ged Baru);80;33;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 H;Dr.-Ing. Ikhsanul Habibie, S.Kom., M.Sc.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
172;A3.06 (Ged Baru);80;58;CSGE601012;06.00.12.01-2024;Kalkulus 1;Kalkulus 1 B;Dr.-Ing. Ikhsanul Habibie, S.Kom., M.Sc.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
173;A3.06 (Ged Baru);80;19;CSIE604279;06.00.12.01-2024;Pembangunan TIK untuk Negara Berkembang;ICTD A;Nandhita Zefania Maharani, M.Kom.;Kamis, 13:00 - 13:50;Kamis;13:00 - 13:50;13:00;13:50;S1 - Sistem Informasi
174;A3.06 (Ged Baru);80;33;CSCE604278;06.00.12.01-2024;Pengelolaan Produk Digital;PPD B;Puspa Indahati Sandhyaduhita, S.T., M.Sc., Ph.D.;Kamis, 14:00 - 15:40;Kamis;14:00 - 15:40;14:00;15:40;S1 - Sistem Informasi
175;A3.06 (Ged Baru);80;18;CSIE604163;06.00.12.01-2024;Manajemen Hubungan Pelanggan;MHP A;Annisa Monicha Sari, S.Kom., M.Kom.;Kamis, 16:00 - 16:50;Kamis;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
176;A3.06 (Ged Baru);80;14;CSIE604284;06.00.12.01-2024;Analitika Media Sosial;Anmedsos;Satrio Baskoro Yudhoatmojo, S.Kom., M.T.I., Ph.D.;Jumat, 08:00 - 09:40;Jumat;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
177;A3.54 (Ged Baru);100;0;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom J;Dr. Iif Fikriyati Ihsani, M.A.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
178;A3.54 (Ged Baru);100;10;CSIE604273;06.00.12.01-2024;Pengelolaan Data Besar;PDB;Ir. Wahyu Catur Wibowo, M.Sc., Ph.D., IPU;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
179;A3.54 (Ged Baru);100;10;CSIE604273;06.00.12.01-2024;Pengelolaan Data Besar;PDB;APRINALDI, S.Kom., M.Kom., Ph.D.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
180;A3.54 (Ged Baru);100;45;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-D;Arlisa Yuliawati, S.Kom., M.Kom.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
181;A3.54 (Ged Baru);100;43;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-B;Ari Saptawijaya, S.Kom., M.Sc., Ph.D.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
182;A3.54 (Ged Baru);100;10;CSIE604273;06.00.12.01-2024;Pengelolaan Data Besar;PDB;Ir. Wahyu Catur Wibowo, M.Sc., Ph.D., IPU;Rabu, 10:00 - 10:50;Rabu;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
183;A3.54 (Ged Baru);100;10;CSIE604273;06.00.12.01-2024;Pengelolaan Data Besar;PDB;APRINALDI, S.Kom., M.Kom., Ph.D.;Rabu, 10:00 - 10:50;Rabu;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
184;A3.54 (Ged Baru);100;45;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-D;Arlisa Yuliawati, S.Kom., M.Kom.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
185;A3.54 (Ged Baru);100;43;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-B;Ari Saptawijaya, S.Kom., M.Sc., Ph.D.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
186;A3.54 (Ged Baru);100;43;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-B;Ari Saptawijaya, S.Kom., M.Sc., Ph.D.;Jumat, 08:00 - 09:50;Jumat;08:00 - 09:50;08:00;09:50;S1 - Sistem Informasi
187;A3.54 (Ged Baru);100;18;CSIE604160;06.00.12.01-2024;E-Dagang;E-Dagang A;Shabrina Salsabila Kurniawan, M.Kom.;Jumat, 16:00 - 16:50;Jumat;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
188;A3.54 (Ged Baru);100;18;CSIE604160;06.00.12.01-2024;E-Dagang;E-Dagang A;Dr. Yekti Wirani, S.T., M.T.I.;Jumat, 16:00 - 16:50;Jumat;16:00 - 16:50;16:00;16:50;S1 - Sistem Informasi
189;A5.03 (Ged Baru);80;0;UIGE600004;06.00.12.01-2024;MPK Agama;Islam-Fasilkom I;Sardi Mustaupa, M.M.;Senin, 08:00 - 09:40;Senin;08:00 - 09:40;08:00;09:40;S1 - Sistem Informasi
190;A5.03 (Ged Baru);80;22;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat B;Dr. Siti Aminah, S.Kom., M.Kom.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
191;A5.03 (Ged Baru);80;22;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat B;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Senin, 10:00 - 11:40;Senin;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
192;A5.03 (Ged Baru);80;15;CSIE604181;06.00.12.01-2024;Dasar-Dasar Audit SI;DDASI;Dr. Ave Adriana Pinem, S.Kom., M.Kom.;Senin, 13:00 - 14:40;Senin;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
193;A5.03 (Ged Baru);80;50;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-C;Dr. Tusty Nadia Maghfira, S.Kom., M.Kom.;Selasa, 10:00 - 11:40;Selasa;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
194;A5.03 (Ged Baru);80;41;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-H;Dr. Tusty Nadia Maghfira, S.Kom., M.Kom.;Selasa, 13:00 - 14:40;Selasa;13:00 - 14:40;13:00;14:40;S1 - Sistem Informasi
195;A5.03 (Ged Baru);80;22;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat B;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
196;A5.03 (Ged Baru);80;22;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat B;Dr. Siti Aminah, S.Kom., M.Kom.;Rabu, 10:00 - 11:40;Rabu;10:00 - 11:40;10:00;11:40;S1 - Sistem Informasi
197;A5.03 (Ged Baru);80;15;CSIE604181;06.00.12.01-2024;Dasar-Dasar Audit SI;DDASI;Dr. Ave Adriana Pinem, S.Kom., M.Kom.;Rabu, 14:00 - 14:50;Rabu;14:00 - 14:50;14:00;14:50;S1 - Sistem Informasi
198;A5.03 (Ged Baru);80;50;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-C;Dr. Tusty Nadia Maghfira, S.Kom., M.Kom.;Kamis, 10:00 - 10:50;Kamis;10:00 - 10:50;10:00;10:50;S1 - Sistem Informasi
199;A5.03 (Ged Baru);80;41;CSGE601010;06.00.12.01-2024;Matematika Diskret 1;MatDis 1-H;Dr. Tusty Nadia Maghfira, S.Kom., M.Kom.;Kamis, 11:00 - 11:50;Kamis;11:00 - 11:50;11:00;11:50;S1 - Sistem Informasi
200;A5.03 (Ged Baru);80;22;CSIM102113;06.00.12.01-2024;Pengantar Statistika;Pengstat B;Dr. Nabila Clydea Harahap, S.Kom., M.Kom.;Kamis, 16:00 - 17:40;Kamis;16:00 - 17:40;16:00;17:40;S1 - Sistem Informasi
